"NPI","Provider Secondary Practice Location Address- Address Line 1","Provider Secondary Practice Location Address-  Address Line 2","Provider Secondary Practice Location Address - City Name","Provider Secondary Practice Location Address - State Name","Provider Secondary Practice Location Address - Postal Code","Provider Secondary Practice Location Address - Country Code (If outside U.S.)","Provider Secondary Practice Location Address - Telephone Number","Provider Secondary Practice Location Address - Telephone Extension","Provider Practice Location Address - Fax Number"
"1164091369","1900 28th Ave S Ste 109","","Homewood","AL","352092627","US","2059576611","",""
"1750311759","N84W16889 Menomonee Ave","","Menomonee Falls","WI","530512810","US","2622517500","","2622517128"
"1396421327","202 General Gardner Ave","","Lafayette","LA","705017824","US","3374465131","",""
"1194387191","652 George Washington Hwy Unit 102","","Lincoln","RI","028654267","US","4013333211","","4013333295"
"1245076652","1425 Portland Ave Bldg 3","","Rochester","NY","146213095","US","5859224000","",""
"1669601019","5005 N Piedras St","William Beaumont Army Medical Center","El Paso","TX","799205001","US","9155692521","","9155692653"
"1669601019","3551 Roger Brooke Dr","","Jbsa Ft Sam Houston","TX","782344504","US","2105399582","",""
"1669601019","1722 Tagatay C","","Fort Liberty","NC","283104504","US","9109078282","",""
"1669601019","5-4257 Bastogne St","","Fort Liberty","NC","283104504","US","9109072575","",""
"1669601019","2864 Woodruff St","","Fort Liberty","NC","283104504","US","9109077673","",""
"1609767508","400 Hospital Rd","","Starkville","MS","397592163","US","6626153020","",""
"1699409391","15600 19 Mile Rd","","Clinton Township","MI","480383502","US","5862638700","",""
"1982338489","321 N Warren St","","Trenton","NJ","086184741","US","6092785900","",""
"1497327167","1401 Fulton St Ste 200","","Fresno","CA","937211646","US","5593489225","",""
"1497327167","145 N N St","","Tulare","CA","932744249","US","5596878713","",""
"1013808427","8310 Guilford Rd Ste C","","Columbia","MD","210462828","US","4433539547","",""
"1013808427","1220 E Joppa Rd Ste 332","","Towson","MD","212865811","US","4433539547","",""
"1891686218","2215 Burdett Ave","","Troy","NY","121802466","US","5185258600","","5182713440"
"1063303485","1006 Bankton Cir","","Hanahan","SC","294102957","US","8774073422","",""
"1588555908","6565 Americas Pkwy NE Ste 200","","Albuquerque","NM","871108172","US","8662732451","",""
"1588555908","201 N 4th St","","Artesia","NM","882102168","US","8662732451","",""
"1588555908","100 Gossett Dr Ste B","","Aztec","NM","874104529","US","8662732451","",""
"1588555908","221 N Kansas St Ste 700","","El Paso","TX","799011444","US","8662732451","",""
"1588555908","1224 W 21st St","","Clovis","NM","881014199","US","8662732451","",""
"1588555908","2301 E 20th St","","Farmington","NM","874018905","US","8662732451","",""
"1588555908","950 W Aztec Ave","","Gallup","NM","873016666","US","8662732451","",""
"1588555908","115 E College Blvd","","Roswell","NM","882015158","US","8662732451","",""
"1588555908","1012 Marquez Pl Unit 106B","","Santa Fe","NM","875051833","US","8662732451","",""
"1588555908","500 N Hudson St","","Silver City","NM","880615435","US","8662732451","",""
"1588555908","1408 8th St","","Alamogordo","NM","883105115","US","8662732451","",""
"1588555908","2705 S Alma School Rd Ste 2","","Chandler","AZ","852864400","US","8662732451","",""
"1588555908","301 N Canyon St","","Carlsbad","NM","882205809","US","8662732451","",""
"1083505416","2705 S Alma School Rd Ste 2","","Chandler","AZ","852864400","US","8662732451","",""
"1083505416","221 N Kansas St Ste 700","","El Paso","TX","799011444","US","8662732451","",""
"1083505416","500 N Hudson St","","Silver City","NM","880615435","US","8662732451","",""
"1083505416","1012 Marquez Pl Unit 106B","","Santa Fe","NM","875051833","US","8662732451","",""
"1083505416","115 E College Blvd","","Roswell","NM","882015158","US","8662732451","",""
"1083505416","201 E Las Cruces Ave Ste 1501","","Las Cruces","NM","880013488","US","8662732451","",""
"1083505416","950 W Aztec Ave","","Gallup","NM","873016666","US","8662732451","",""
"1083505416","2301 E 20th St","","Farmington","NM","874018905","US","8662732451","",""
"1083505416","1224 W 21st St","","Clovis","NM","881014199","US","8662732451","",""
"1083505416","301 N Canyon St","","Carlsbad","NM","882205809","US","8662732451","",""
"1083505416","100 Gossett Dr Ste B","","Aztec","NM","874104529","US","8662732451","",""
"1083505416","201 N 4th St","","Artesia","NM","882102168","US","8662732451","",""
"1083505416","1408 8th St","","Alamogordo","NM","883105115","US","8662732451","",""
"1639511793","4545 Fuller Dr Ste 325","","Irving","TX","750386530","US","9728705511","",""
"1639511793","169 Madison Ave Ste 2817","","New York","NY","100165101","US","6469219445","",""
"1598318776","835 5th Ave","","Chambersburg","PA","172014220","US","7172174312","","7172174314"
"1598318776","169 Martin Aveunue","","Ephrata","PA","175221734","US","7177330311","","7177215861"
"1598318776","12 St Paul Dr Ste 100","","Chambersburg","PA","172011035","US","7172176072","","7172176952"
"1598318776","112 N 7th St","","Chambersburg","PA","172011720","US","7172677164","",""
"1598318776","4150 Barrett Blvd Ste 100","","Ephrata","PA","175228979","US","7178595160","","7177983935"
"1598318776","35 Erick Rd","","Lancaster","PA","176013111","US","7176900811","","7172834193"
"1598318776","252 S 4th St","","Lebanon","PA","170426111","US","7172707500","","7172281642"
"1598318776","501 E Main St","","Waynesboro","PA","172682353","US","7177653425","","7177653478"
"1598318776","25 Monument Rd Ste 270","","York","PA","174035073","US","7177418250","","7177418289"
"1598318776","55 Monument Rd","","York","PA","174035023","US","7178126425","","7178515250"
"1912315987","80 Cinema Drive","","Ellijay","GA","305402592","US","7066356898","","7066356885"
"1912315987","79 Blue Ridge Overlook","","Blue Ridge","GA","305134478","US","7063743100","","7063747628"
"1891719324","1515 N State St","","Greenfield","IN","461401066","US","3172162700","","3172162777"
"1770293326","21401 Provincial Blvd","Ste A","Katy","TX","77450","US","2815204016","",""
"1386650828","1816 Eagle Dr Ste 200-B","","Woodstock","GA","301898274","US","4042555456","",""
"1467906446","14311 Lantana Branch Ln","","Humble","TX","773964363","US","8326185448","",""
"1306574009","312 Custer St","","Ness City","KS","675601654","US","7857982291","","7857983596"
"1659384220","2401 W University Ave","","Muncie","IN","473033428","US","7657512649","","7652816671"
"1659384220","14300 E 138th Ste B","","Fishers","IN","460370051","US","8006226575","",""
"1659384220","11700 N Meridian St","","Carmel","IN","460324656","US","3175774200","",""
"1033664149","2750 W North Ave","","Chicago","IL","606475247","US","3126663494","",""
"1902914872","1715 Resurgence Dr Ste 201","","Watkinsville","GA","306777321","US","7064109270","",""
"1548093651","5500 Pinebrook Rd Ste 101","","North Venice","FL","342753758","US","9412610100","","9412610105"
"1891076600","100 Medical Park Dr","Ste 110","Concord","NC","280252948","US","7044031370","",""
"1891076600","1021 Morehead Medical Dr","Ste A","Charlotte","NC","282042990","US","9804422000","",""
"1891076600","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461255","",""
"1891076600","200 Medical Park Dr","Ste 430","Concord","NC","280252982","US","7044037070","",""
"1104075415","1715 Resurgence Dr Ste 201","","Watkinsville","GA","306777321","US","7064109270","",""
"1548932619","2771 Oak Valley Dr","","Ann Arbor","MI","481039244","US","7348217500","","7348217501"
"1548932619","3937 Patient Care Dr Ste 105","","Lansing","MI","489114287","US","5172729320","","5172729321"
"1235236571","Elm and Carlton St","","Buffalo","NY","142635100","US","7168452300","",""
"1073822276","3300 Oakdale Ave N","","Robbinsdale","MN","554222926","US","7635819778","",""
"1902894074","5165 McCarty Ln","","Lafayette","IN","479058764","US","7654488000","","7658384758"
"1902894074","1000 E Main St","","Danville","IN","461221948","US","3177454451","",""
"1770953630","1000 E Main St","","Danville","IN","461221948","US","3177454451","",""
"1790775914","1722 High St","","Hopkinsville","KY","422401936","US","2708858505","",""
"1790775914","1717 High St","Suite 3B","Hopkinsville","KY","422406300","US","2708870082","","2708900588"
"1265197479","1255 W Exchange Pkwy Ste 120","","Allen","TX","750137112","US","4694211837","",""
"1265197479","3100 Independence Pkwy Ste 321","","Plano","TX","750751997","US","4696261007","",""
"1649571449","9826 Washington St","","Chagrin Falls","OH","440235401","US","4407080188","",""
"1063237592","1206 42nd Ave N","","Minneapolis","MN","554121611","US","9524861449","",""
"1336504075","5458 Town Center Rd Ste 102","","Boca Raton","FL","334861026","US","9542769200","","9542760733"
"1114083532","2041 Mesa Valley Way Ste 185","","Austell","GA","301066856","US","7709448315","",""
"1114083532","130 Riverstone Ter Ste 100","","Canton","GA","301141702","US","7704794800","",""
"1114083532","962 Joe Frank Harris Pkwy SE Ste 202","","Cartersville","GA","301202154","US","7704230595","",""
"1114083532","6095 Professional Pkwy Ste B203","","Douglasville","GA","301345608","US","7704230595","",""
"1114083532","148 Bill Carruth Pkwy Ste 380","","Hiram","GA","301413763","US","7708740703","",""
"1114083532","3747 Roswell Rd Ste 316","","Marietta","GA","300626227","US","6786265420","",""
"1114083532","699 Church St NE Ste 310","","Marietta","GA","300601122","US","7704230595","",""
"1114083532","4441 Atlanta Rd SE Ste 316","","Smyrna","GA","300806443","US","7704230595","",""
"1114083532","100 Stoneforest Dr Ste 130","","Woodstock","GA","301894881","US","7704230595","","7704230598"
"1255497426","344 NW 6th St","","Corvallis","OR","973304814","US","5412074322","",""
"1396166773","15529 Azalea Dr","","Tustin","CA","927821901","US","3013257218","",""
"1336950856","8219 Nuzum Rd","","Weeki Wachee","FL","346134542","US","3524423828","",""
"1336950856","300 S Main St","","Brooksville","FL","346013320","US","3525182000","",""
"1003053653","1026 A Ave NE","suite 3026","Cedar Rapids","IA","524025036","US","3193697331","",""
"1477523256","619 S Marion Ave Bldg 382","","Lake City","FL","320255808","US","8003248387","39260","3867193212"
"1477523256","4500 Newberry Rd","","Gainesville","FL","326072245","US","3523516860","","3526906954"
"1497144869","2581 Saint Rose Pkwy","","Henderson","NV","890747777","US","7027802700","",""
"1497144869","5400 S Rainbow Blvd","","Las Vegas","NV","891181825","US","7028533000","",""
"1497144869","657 N Town Center Dr","","Las Vegas","NV","891446367","US","7022337000","",""
"1497144869","620 Shadow Ln","","Las Vegas","NV","891064194","US","7023884000","",""
"1265571459","840 Walnut St Ste 1230","","Philadelphia","PA","191075109","US","2159283041","","2159283225"
"1063226207","4110 Old Montgomery Hwy","","Birmingham","AL","352290001","US","2057264512","",""
"1104458769","3060 Loopdale Ln","","Kissimmee","FL","347417659","US","4077752121","",""
"1306085048","305 W Jackson St Ste 103","","Carbondale","IL","629011474","US","6183514972","","6183516522"
"1306085048","2160 S 1st Ave","","Maywood","IL","601533328","US","7082169000","",""
"1306085048","2900 W Oklahoma Ave","","Milwaukee","WI","532154330","US","4146496000","","4146495296"
"1295590180","1 Kneeland St","","Boston","MA","021111527","US","7274797643","",""
"1275702573","24830 S Tamiami Trl Ste 1000","","Bonita Springs","FL","341347031","US","2399483280","","2392361719"
"1275702573","3031 Airport Pulling Rd N","","Naples","FL","341053076","US","2396592669","","2396592639"
"1447225420","7300 Eldorado Pkwy Ste 225","","McKinney","TX","750703590","US","9727337242","",""
"1447225420","5300 W Plano Pkwy Ste 100","","Plano","TX","750934851","US","9727337242","",""
"1447225420","1050 Central Expy S Ste 1200","","Allen","TX","750133167","US","9729545728","",""
"1447225420","4245 N Central Expy Ste 300","","Dallas","TX","752054569","US","9725329968","","8339725714"
"1134256381","110 Rushing Ln Ste B","","Statesboro","GA","304586027","US","9123494227","",""
"1134256381","23 Plantation Park Dr Ste 101","","Bluffton","SC","299106072","US","8438156555","",""
"1760130991","2203 Lake Ave","","Ashtabula","OH","440043437","US","4403818800","",""
"1073371803","4401 Iroquois Ave","","Erie","PA","165112219","US","8144640509","",""
"1366835563","2545 Schoenersville Rd","","Bethlehem","PA","180177300","US","4848842489","",""
"1366835563","4300 Londonderry Rd","","Harrisburg","PA","171095317","US","7172318772","","7172318435"
"1548501687","1111 Ivy Club Lane","Unit 621","Hyattsville","OH","20785","US","6145061823","",""
"1649711854","820 E 17th St","","Cheyenne","WY","820014714","US","3076322434","",""
"1720519531","1202 State St","","Erie","PA","165011914","US","8144524262","","8144534857"
"1720519531","2120 E 10th St","","Erie","PA","165113111","US","8144640307","","8144534857"
"1295266534","910 E Houston St Ste 330","","Tyler","TX","757028368","US","9036067995","",""
"1336670926","2116 Craig Rd","","Eau Claire","WI","547016118","US","7158584610","",""
"1609526615","2500 Bernville Rd","","Reading","PA","196059453","US","6102084558","",""
"1215498506","333 N Santa Rosa","","San Antonio","TX","782073108","US","2107044100","",""
"1285262170","14001 Ridgedale Dr","","Hopkins","MN","553051753","US","7633164407","",""
"1750919668","3 Care Ln Ste 100","","Saratoga Springs","NY","128668636","US","5185877773","",""
"1215498340","3705 Medical Pkwy Ste 120","","Austin","TX","787051022","US","5124582141","","5124584824"
"1013545797","12605 E 16th Ave","","Aurora","CO","800452545","US","7208480000","",""
"1013545797","372 Inverness Dr S","","Englewood","CO","801125899","US","2817243050","","5126283314"
"1124656731","8414 Naab Rd Ste 200","","Indianapolis","IN","462601972","US","3173387510","","3173387541"
"1124656731","52500 Fir Rd","","Granger","IN","465308579","US","5742348161","",""
"1124656731","9660 Wicker Ave Fl 2","","Saint John","IN","463739487","US","2192262380","","2192262381"
"1992333066","275 W MacArthur Blvd","","Oakland","CA","946115641","US","5107521000","",""
"1881937423","198 Route 9 Ste 100","","Manalapan","NJ","07726","US","7326179999","",""
"1720321292","1640 Bryan Station Rd Ste 1","","Lexington","KY","405052144","US","8592882425","","8592947789"
"1194303719","6500 W Newberry Rd","","Gainesville","FL","326054309","US","3523335984","",""
"1194303719","2830 SW Urish Rd","","Topeka","KS","666145614","US","7852335101","",""
"1639708308","1202 State St","","Erie","PA","165011914","US","8144557222","","8144562375"
"1043605033","300 1st Ave","","Boston","MA","021293109","US","6179525000","","6179525934"
"1043605033","300 Longwood Ave","","Boston","MA","021155724","US","6173556000","",""
"1043605033","11100 Euclid Ave","","Cleveland","OH","441061716","US","2168447200","",""
"1043605033","25 S 9th St","","Philadelphia","PA","191074408","US","2159556585","","2159552311"
"1447879481","4500 Parsons Blvd","","Flushing","NY","113552205","US","7186705000","",""
"1316400880","8701 W Watertown Plank Rd","","Milwaukee","WI","532263548","US","4149556409","",""
"1700671906","540 N Duke St","","Lancaster","PA","176022374","US","7175446111","",""
"1700671906","1701 Cornwall Rd","","Lebanon","PA","170427480","US","7176751788","",""
"1700671906","950 S Octorara Trl","","Parkesburg","PA","193652100","US","6108576639","",""
"1235353616","2016 S Main St","","Maryville","MO","644682655","US","6605622600","","6605627994"
